bigram,n,total_sentiment
fairly reliable,2,positive
fairly respectable,2,positive
fairly shiny,2,positive
fairly skilled,2,positive
fairly speedy,2,positive
fairly transparent,2,positive
fairly worth,2,positive
faith love,2,positive
faithful homage,2,positive
fake gems,2,positive
fake positive,2,positive
fake positives,2,positive
fake promises,2,positive
fall fairly,2,positive
fall fame,2,positive
fall faster,2,positive
fallen cool,2,positive
fallen survivor,2,positive
falling faster,2,positive
fallout fun,2,positive
fallout likes,2,positive
fallout lover,2,positive
false sensation,2,positive
fame classic,2,positive
fame glory,2,positive
fame gold,2,positive
famous hero,2,positive
famous modern,2,positive
famous treasure,2,positive
fanatically spiritual,2,positive
fancy bloom,2,positive
fancy flashy,2,positive
fans adore,2,positive
fans excellent,2,positive
fans pretty,2,positive
fans proud,2,positive
fans support,2,positive
fantastic achievement,2,positive
fantastic authentic,2,positive
fantastic balanced,2,positive
fantastic bargain,2,positive
fantastic bravo,2,positive
fantastic breathtaking,2,positive
fantastic colorful,2,positive
fantastic competitive,2,positive
fantastic exciting,2,positive
fantastic hilarious,2,positive
fantastic innovative,2,positive
fantastic instantly,2,positive
fantastic intriguing,2,positive
fantastic memorable,2,positive
fantastic pretty,2,positive
fantastic pure,2,positive
fantastic smooth,2,positive
fantastic spiritual,2,positive
fantastic success,2,positive
fantastic thrill,2,positive
fantastic tough,2,positive
fantastic witty,2,positive
fantastically balanced,2,positive
fantastically brilliant,2,positive
fantastically clever,2,positive
fantastically enjoyable,2,positive
fantastically fast,2,positive
fantastically hilarious,2,positive
fantastically imaginative,2,positive
fantastically satisfying,2,positive
fascinating easy,2,positive
fascinating fun,2,positive
fast classic,2,positive
fast decent,2,positive
fast efficient,2,positive
fast excellent,2,positive
fast fluent,2,positive
fast fortunately,2,positive
fast gold,2,positive
fast hot,2,positive
fast leads,2,positive
fast progress,2,positive
fast realistic,2,positive
fast recommended,2,positive
fast skillful,2,positive
fast slick,2,positive
fast smart,2,positive
fast stylish,2,positive
fast top,2,positive
fast upbeat,2,positive
faster brilliant,2,positive
faster easier,2,positive
faster faster,2,positive
faster fun,2,positive
faster pretty,2,positive
faster skill,2,positive
faster super,2,positive
faster tougher,2,positive
faster win,2,positive
fastest wins,2,positive
fav hero,2,positive
favorite cooperative,2,positive
favorite fast,2,positive
favorite glad,2,positive
favorite love,2,positive
favorite magic,2,positive
favorite memorable,2,positive
favorite pure,2,positive
favorite realistic,2,positive
favorite unreal,2,positive
fear excitement,2,positive
fear happiness,2,positive
fear humor,2,positive
fear inspiring,2,positive
fear pros,2,positive
fear relief,2,positive
fell happy,2,positive
ferociously recommended,2,positive
ferocity honesty,2,positive
fictional futuristic,2,positive
fine decent,2,positive
fine enjoyable,2,positive
fine enjoyed,2,positive
fine honest,2,positive
fine love,2,positive
fine loved,2,positive
fine polished,2,positive
fine realistic,2,positive
fine recommended,2,positive
fine strong,2,positive
fine super,2,positive
fine variety,2,positive
fine wow,2,positive
finest easy,2,positive
finest loved,2,positive
finest top,2,positive
fist striking,2,positive
flashy fun,2,positive
flashy magic,2,positive
flashy smooth,2,positive
flawed classic,2,positive
flawless love,2,positive
flawless luck,2,positive
flawlessly amazing,2,positive
flawlessly perfect,2,positive
flaws notably,2,positive
fleeting fun,2,positive
flexible magic,2,positive
flexible versatile,2,positive
fond hug,2,positive
forsaken master,2,positive
fortunately easy,2,positive
fortune fun,2,positive
fortune won,2,positive
foul magic,2,positive
frantic humourous,2,positive
frantic pretty,2,positive
freaking adore,2,positive
freaking classic,2,positive
freaking loving,2,positive
freaking pretty,2,positive
freaking refund,2,positive
freaking strong,2,positive
freaking stunning,2,positive
freaking tough,2,positive
free awsome,2,positive
free beautiful,2,positive
free competitive,2,positive
free glad,2,positive
free hug,2,positive
free incredibly,2,positive
free mercy,2,positive
free recommend,2,positive
free safe,2,positive
free wins,2,positive
freedom beautiful,2,positive
freedom rockstar,2,positive
fresh amazing,2,positive
fresh decent,2,positive
fresh excitement,2,positive
fresh fast,2,positive
fresh humour,2,positive
fresh innovation,2,positive
fresh nice,2,positive
fresh pros,2,positive
fresh responsive,2,positive
friendly cute,2,positive
friendly dedicated,2,positive
friendly excitement,2,positive
friendly grand,2,positive
friendly humor,2,positive
friendly improvements,2,positive
friendly pros,2,positive
friendly safe,2,positive
friendly support,2,positive
friggin adorable,2,positive
friggin awsome,2,positive
friggin classic,2,positive
friggin cool,2,positive
friggin fantastic,2,positive
friggin gorgeous,2,positive
frightening positive,2,positive
frighteningly fast,2,positive
frozen fans,2,positive
frustrated enjoy,2,positive
frustrating amazing,2,positive
frustrating awesome,2,positive
frustrating defeats,2,positive
frustrating fantastic,2,positive
frustrating nice,2,positive
frustrating progress,2,positive
frustrating recommend,2,positive
frustrating super,2,positive
frustratingly engaging,2,positive
frustratingly satisfying,2,positive
frustratingly tough,2,positive
frustration galore,2,positive
frustration happiness,2,positive
frustration joy,2,positive
frustration leads,2,positive
fun accessable,2,positive
fun attractive,2,positive
fun beauty,2,positive
fun brilliantly,2,positive
fun carefree,2,positive
fun champion,2,positive
fun classy,2,positive
fun dashing,2,positive
fun elegant,2,positive
fun enhanced,2,positive
fun enjoyably,2,positive
fun enjoyment,2,positive
fun excelent,2,positive
fun exceptionally,2,positive
fun expansive,2,positive
fun fans,2,positive
fun faster,2,positive
fun favorite,2,positive
fun humour,2,positive
fun impressive,2,positive
fun improvements,2,positive
fun improves,2,positive
fun kudos,2,positive
fun leading,2,positive
fun likes,2,positive
fun luck,2,positive
fun magical,2,positive
fun mature,2,positive
fun peace,2,positive
fun peaceful,2,positive
fun perfectly,2,positive
fun precise,2,positive
fun promise,2,positive
fun reasonable,2,positive
fun recommendation,2,positive
fun robust,2,positive
fun smartly,2,positive
fun spirited,2,positive
fun spiritual,2,positive
fun stimulating,2,positive
fun supports,2,positive
fun surreal,2,positive
fun sweet,2,positive
fun talent,2,positive
fun terrific,2,positive
fun understandable,2,positive
fun wonderful,2,positive
fun worthy,2,positive
funky fun,2,positive
funny adorable,2,positive
funny attractive,2,positive
funny beautifully,2,positive
funny classic,2,positive
funny dynamic,2,positive
funny engaging,2,positive
funny friendly,2,positive
funny heartfelt,2,positive
funny heartwarming,2,positive
funny helpful,2,positive
funny loving,2,positive
funny recommend,2,positive
funny rewarding,2,positive
funny satisfying,2,positive
funny sexy,2,positive
funny speedy,2,positive
funny survival,2,positive
funny thrilling,2,positive
furious fun,2,positive
furiously fast,2,positive
fury skill,2,positive
futuristic free,2,positive
fuzzy hug,2,positive
fuzzy joy,2,positive
gain amazing,2,positive
gain angel,2,positive
gain confidence,2,positive
gain cool,2,positive
gain easy,2,positive
gain favour,2,positive
gain honor,2,positive
gain powerful,2,positive
gain progress,2,positive
gain talents,2,positive
gain valuable,2,positive
gaining advantages,2,positive
gaining awesome,2,positive
gaining bonus,2,positive
gaining bonuses,2,positive
gaining fame,2,positive
gaining trust,2,positive
garbage pros,2,positive
garbage pure,2,positive
garbage rockstar,2,positive
garbage support,2,positive
geeky fun,2,positive
gem brilliant,2,positive
gem gems,2,positive
gem glad,2,positive
gem nice,2,positive
gem perfect,2,positive
gem skill,2,positive
gem successfully,2,positive
gems fun,2,positive
gems pretty,2,positive
gems pure,2,positive
gems support,2,positive
generous gold,2,positive
generous refund,2,positive
generous reward,2,positive
generous variety,2,positive
genius humour,2,positive
genius perfect,2,positive
genuine appeal,2,positive
genuine charm,2,positive
genuine delight,2,positive
genuine enjoyment,2,positive
genuine happiness,2,positive
genuine improvements,2,positive
genuine passion,2,positive
genuine skill,2,positive
genuine survival,2,positive
genuine wow,2,positive
giddy excitement,2,positive
gimmick easy,2,positive
glad advanced,2,positive
glad creative,2,positive
gladly enjoyed,2,positive
gladly recomend,2,positive
glitches cool,2,positive
glitches fortunately,2,positive
glitches incredibly,2,positive
glitches nice,2,positive
glorious enjoy,2,positive
glorious joy,2,positive
gloriously fun,2,positive
glory excellent,2,positive
glory fame,2,positive
glory glory,2,positive
glowing glory,2,positive
glowing recommendation,2,positive
gold amazing,2,positive
gold award,2,positive
gold awesome,2,positive
gold bonus,2,positive
gold bonuses,2,positive
gold easy,2,positive
gold fantastic,2,positive
gold gains,2,positive
gold gem,2,positive
gold gems,2,positive
gold happiness,2,positive
gold idol,2,positive
gold love,2,positive
gold pretty,2,positive
gold progress,2,positive
gold pros,2,positive
gold pure,2,positive
gold recommended,2,positive
gold trophy,2,positive
gold wow,2,positive
golden delicious,2,positive
golden idol,2,positive
goofy vibrant,2,positive
gorgeous brilliant,2,positive
gorgeous charming,2,positive
gorgeous colorful,2,positive
gorgeous cool,2,positive
gorgeous easy,2,positive
gorgeous engaging,2,positive
gorgeous evocative,2,positive
gorgeous fast,2,positive
gorgeous pros,2,positive
gorgeous richly,2,positive
gorgeous top,2,positive
grand amazing,2,positive
grand beautiful,2,positive
grand champ,2,positive
grand classic,2,positive
grand grand,2,positive
grand hero,2,positive
grand victory,2,positive
grateful support,2,positive
gratification super,2,positive
gravely survivor,2,positive
grim realistic,2,positive
grimace worthy,2,positive
grind cool,2,positive
grind easier,2,positive
grind happy,2,positive
grind holy,2,positive
grind master,2,positive
grind pretty,2,positive
grind reputation,2,positive
gripes pros,2,positive
gritty fun,2,positive
gritty perfect,2,positive
gritty pros,2,positive
gross awesome,2,positive
grossly simplified,2,positive
gruesome glory,2,positive
guarantee victory,2,positive
guarantee win,2,positive
hacks rockstar,2,positive
hail rockstar,2,positive
halfheartedly recommend,2,positive
happiness happiness,2,positive
happy amazing,2,positive
happy bright,2,positive
happy cheerful,2,positive
happy cute,2,positive
happy exciting,2,positive
happy fans,2,positive
happy healthy,2,positive
happy pretty,2,positive
happy rockstar,2,positive
happy smile,2,positive
happy survivor,2,positive
happy warm,2,positive
harassment free,2,positive
hard bonus,2,positive
hard elite,2,positive
hard engaging,2,positive
hard fantastic,2,positive
hard free,2,positive
hard holy,2,positive
hard kudos,2,positive
hard modern,2,positive
hard progress,2,positive
hard proper,2,positive
hard recommend,2,positive
hard recommendation,2,positive
hard smart,2,positive
hard top,2,positive
hard wonderful,2,positive
harmless easy,2,positive
harmless fun,2,positive
hate achievement,2,positive
hate bloom,2,positive
hate congratulations,2,positive
hate easy,2,positive
hate enjoy,2,positive
hate fast,2,positive
hate grand,2,positive
hate leading,2,positive
hate loving,2,positive
hate luck,2,positive
hate pretty,2,positive
hate rockstar,2,positive
hate super,2,positive
hate survival,2,positive
hate winning,2,positive
haunting charming,2,positive
heal friendly,2,positive
heal heal,2,positive
heartbreaking wonderful,2,positive
heartily encourage,2,positive
heartily enjoyed,2,positive
heavenly awe,2,positive
heavenly glow,2,positive
heck love,2,positive
hefty fine,2,positive
hell achievement,2,positive
hell amazing,2,positive
hell easier,2,positive
hell enjoyed,2,positive
hell heaven,2,positive
hell incredible,2,positive
hell likes,2,positive
hell loved,2,positive
hell lover,2,positive
hell loving,2,positive
hell outstanding,2,positive
hell recommended,2,positive
hell satisfying,2,positive
hell super,2,positive
helped peace,2,positive
helpful easier,2,positive
heresy fans,2,positive
hero achievement,2,positive
